,id,class,cap_shape,cap_surface,cap_color,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat,bruises
176,916,edible,bell,smooth,yellow,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,grasses,Bruises
177,1776,edible,convex,scaly,red,null,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,brown,solitary,wood,Bruises
178,6087,poisonous,flat,scaly,brown,foul,free,close,narrow,buff,tapering,?,silky,silky,pink,white,partial,white,one,evanescent,white,several,wood,No presenta
179,6257,edible,convex,scaly,brown,null,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,several,paths,Bruises
180,2907,edible,flat,scaly,green,null,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,black,several,wood,Bruises
181,5893,poisonous,knobbed,scaly,brown,fishy,free,close,narrow,buff,tapering,?,smooth,silky,pink,white,partial,white,one,evanescent,white,several,paths,No presenta
182,5517,poisonous,flat,smooth,brown,spicy,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,one,evanescent,white,several,wood,No presenta
183,287,edible,convex,fibrous,green,null,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,black,scattered,grasses,No presenta
184,2971,edible,flat,scaly,red,null,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,black,solitary,wood,Bruises
185,5952,poisonous,knobbed,smooth,brown,foul,free,close,narrow,buff,tapering,?,silky,smooth,white,pink,partial,white,one,evanescent,white,several,leaves,No presenta
186,55,edible,sunken,fibrous,green,null,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,several,urban,No presenta
187,1473,edible,convex,fibrous,white,null,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,brown,scattered,grasses,No presenta
188,311,edible,convex,smooth,white,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,grasses,Bruises
189,5500,poisonous,flat,scaly,brown,fishy,free,close,narrow,buff,tapering,?,smooth,silky,pink,white,partial,white,one,evanescent,white,several,leaves,No presenta
190,6178,poisonous,knobbed,smooth,red,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,paths,No presenta
191,3331,edible,flat,fibrous,green,null,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,brown,several,wood,Bruises
192,5441,poisonous,flat,scaly,red,fishy,free,close,narrow,buff,tapering,?,smooth,silky,white,white,partial,white,one,evanescent,white,several,leaves,No presenta
193,2402,edible,flat,fibrous,brown,null,free,close,broad,white,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,black,several,wood,Bruises
194,901,edible,flat,smooth,white,null,free,crowded,broad,pink,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,black,scattered,grasses,No presenta
195,3972,poisonous,flat,scaly,green,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown,partial,white,one,large,chocolate,solitary,paths,No presenta
196,6226,poisonous,knobbed,scaly,brown,spicy,free,close,narrow,buff,tapering,?,silky,silky,white,white,partial,white,one,evanescent,white,several,paths,No presenta
197,5834,edible,bell,smooth,green,null,free,crowded,broad,white,enlarging,?,smooth,smooth,white,white,partial,white,two,pendant,white,scattered,grasses,No presenta
198,5620,poisonous,flat,scaly,brown,fishy,free,close,narrow,buff,tapering,?,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves,No presenta
199,167,edible,flat,scaly,yellow,anise,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,brown,scattered,grasses,Bruises
200,1673,edible,flat,fibrous,brown,null,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,black,scattered,grasses,No presenta
201,142,edible,bell,scaly,white,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,numerous,meadows,Bruises
202,972,edible,convex,fibrous,brown,null,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,brown,abundant,grasses,No presenta
203,2894,edible,convex,fibrous,red,null,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,brown,solitary,wood,Bruises
204,3581,edible,flat,fibrous,green,null,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,several,wood,Bruises
205,5770,edible,flat,smooth,cinnamon,null,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,solitary,paths,Bruises
206,5589,poisonous,convex,smooth,red,spicy,free,close,narrow,buff,tapering,?,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,paths,No presenta
207,5655,poisonous,convex,smooth,red,foul,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,one,evanescent,white,several,wood,No presenta
208,2774,edible,convex,scaly,green,null,free,close,broad,white,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,black,several,wood,Bruises
209,3458,edible,flat,scaly,green,null,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,brown,solitary,wood,Bruises
210,1538,poisonous,flat,smooth,white,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,urban,Bruises
211,1638,edible,flat,smooth,green,null,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,brown,scattered,grasses,No presenta
212,5462,poisonous,flat,scaly,red,spicy,free,close,narrow,buff,tapering,?,smooth,smooth,white,white,partial,white,one,evanescent,white,several,wood,No presenta
213,4969,edible,flat,scaly,buff,null,free,close,broad,white,enlarging,?,smooth,smooth,red,red,partial,white,two,evanescent,white,clustered,waste,Bruises
214,4652,poisonous,flat,smooth,white,foul,free,close,broad,pink,tapering,bulbous,fibrous,smooth,white,white,partial,white,one,pendant,chocolate,several,urban,Bruises
215,3104,edible,flat,scaly,green,null,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,black,solitary,wood,Bruises
216,1537,edible,convex,fibrous,brown,null,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,solitary,urban,No presenta
217,4002,poisonous,convex,scaly,yellow,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink,partial,white,one,large,chocolate,solitary,grasses,No presenta
218,240,edible,flat,scaly,yellow,anise,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,black,solitary,paths,Bruises
219,5957,poisonous,convex,scaly,brown,musty,free,close,broad,yellow,enlarging,club,silky,scaly,cinnamon,cinnamon,partial,white,null,null,white,clustered,wood,No presenta
220,2003,edible,convex,scaly,brown,null,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,brown,several,wood,Bruises
221,6491,edible,knobbed,fibrous,white,null,free,crowded,broad,pink,enlarging,?,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses,No presenta
222,201,edible,bell,scaly,white,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,numerous,grasses,Bruises
223,3724,edible,flat,fibrous,red,null,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,black,several,wood,Bruises
224,4317,poisonous,flat,scaly,green,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,pink,partial,white,one,large,chocolate,solitary,grasses,No presenta
225,1893,edible,convex,fibrous,red,null,free,close,broad,white,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,brown,several,wood,Bruises
226,5306,poisonous,flat,scaly,red,spicy,free,close,narrow,buff,tapering,?,silky,silky,white,pink,partial,white,one,evanescent,white,several,leaves,No presenta
227,1678,edible,convex,smooth,green,null,free,crowded,broad,brown,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,black,abundant,grasses,No presenta
228,2073,edible,convex,scaly,red,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,brown,solitary,wood,Bruises
229,947,edible,flat,fibrous,green,null,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,black,scattered,grasses,No presenta
230,4848,edible,knobbed,fibrous,cinnamon,null,free,crowded,narrow,white,enlarging,bulbous,smooth,smooth,white,brown,partial,white,one,evanescent,white,several,leaves,No presenta
231,5963,edible,bell,smooth,green,null,free,crowded,broad,pink,enlarging,?,smooth,smooth,white,white,partial,white,two,pendant,white,numerous,grasses,No presenta
232,3444,poisonous,convex,fibrous,green,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,partial,white,one,large,chocolate,solitary,paths,No presenta
233,195,edible,convex,smooth,white,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,numerous,grasses,Bruises
234,4956,edible,knobbed,smooth,brown,null,free,close,broad,white,enlarging,?,smooth,smooth,red,red,partial,white,two,evanescent,white,clustered,waste,Bruises
235,3328,edible,flat,scaly,red,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,black,several,wood,Bruises
236,748,edible,flat,fibrous,green,null,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,black,abundant,grasses,No presenta
237,2928,poisonous,convex,smooth,white,creosote,free,close,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,several,wood,No presenta
238,770,poisonous,convex,smooth,white,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,several,grasses,Bruises
239,6149,poisonous,knobbed,smooth,brown,foul,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,one,evanescent,white,several,paths,No presenta
240,910,edible,flat,fibrous,green,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,brown,several,wood,Bruises
241,1739,edible,flat,fibrous,white,null,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,black,scattered,grasses,No presenta
242,1383,poisonous,flat,scaly,white,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,several,grasses,Bruises
243,4455,poisonous,flat,smooth,buff,null,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,meadows,Bruises
244,5466,poisonous,convex,smooth,brown,fishy,free,close,narrow,buff,tapering,?,smooth,silky,white,pink,partial,white,one,evanescent,white,several,wood,No presenta
245,249,edible,convex,smooth,white,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,numerous,meadows,Bruises
246,442,edible,flat,scaly,yellow,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,black,solitary,paths,Bruises
247,1750,edible,convex,scaly,brown,null,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,black,solitary,wood,Bruises
248,1889,edible,convex,smooth,white,null,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,brown,scattered,grasses,No presenta
249,2657,edible,flat,fibrous,brown,null,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,several,wood,Bruises
250,3193,poisonous,convex,fibrous,white,creosote,free,close,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,several,wood,No presenta
251,3544,edible,flat,scaly,brown,null,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,brown,several,wood,Bruises
252,1528,edible,flat,smooth,brown,null,free,crowded,broad,chocolate,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,brown,abundant,grasses,No presenta
253,3168,edible,flat,scaly,red,null,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,black,several,wood,Bruises
254,4445,edible,knobbed,scaly,cinnamon,null,free,crowded,narrow,white,enlarging,bulbous,fibrous,smooth,white,brown,partial,white,one,evanescent,white,several,leaves,No presenta
255,5964,poisonous,knobbed,smooth,red,foul,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,paths,No presenta
256,3547,edible,flat,scaly,red,null,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,brown,solitary,wood,Bruises
257,4420,poisonous,convex,scaly,yellow,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,partial,white,one,large,chocolate,solitary,grasses,No presenta
258,448,edible,convex,fibrous,brown,null,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,several,urban,No presenta
259,860,edible,convex,fibrous,brown,null,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,brown,solitary,wood,Bruises
260,3575,edible,flat,scaly,green,null,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,brown,solitary,wood,Bruises
261,54,edible,convex,scaly,brown,almond,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,black,solitary,paths,Bruises
262,3693,poisonous,convex,scaly,green,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,partial,white,one,large,chocolate,solitary,paths,No presenta
263,5090,poisonous,flat,scaly,red,spicy,free,close,narrow,buff,tapering,?,silky,smooth,white,pink,partial,white,one,evanescent,white,several,wood,No presenta
264,1031,poisonous,flat,scaly,white,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,several,grasses,Bruises
265,3806,edible,flat,fibrous,red,null,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,black,solitary,wood,Bruises
266,6329,edible,knobbed,smooth,brown,null,attached,close,broad,brown,enlarging,?,smooth,smooth,orange,orange,partial,brown,one,pendant,buff,clustered,leaves,No presenta
267,2405,poisonous,convex,smooth,white,creosote,free,crowded,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,wood,No presenta
268,413,edible,flat,fibrous,green,null,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,several,urban,No presenta
269,2244,edible,flat,smooth,green,null,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,brown,scattered,grasses,No presenta
270,1813,edible,flat,smooth,white,null,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,black,scattered,grasses,No presenta
271,2357,edible,convex,scaly,green,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,black,solitary,wood,Bruises
272,3889,poisonous,convex,scaly,green,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,partial,white,one,large,chocolate,several,paths,No presenta
273,2860,edible,convex,fibrous,green,null,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,brown,solitary,wood,Bruises
